Age Category,Sex,num,Year,Time
30,M,2,2012,11104
25,M,2,2007,10190
24,F,1,2007,23309
39,M,1,2007,16952
34,M,1,2007,13926
31,M,4,2008,14405
30,M,4,2007,15519
32,M,4,2009,14693
35,M,4,2015,15787
28,M,1,2007,14272
43,F,1,2007,20241
34,M,1,2007,10616
36,M,1,2007,17277
33,F,1,2007,15991
60,M,2,2015,13256
34,M,2,2007,14948
39,F,1,2007,25275
32,M,1,2007,14671
26,F,1,2007,15240
37,F,1,2007,18187
36,F,1,2007,19224
44,M,1,2007,16467
55,F,1,2007,17646
38,M,1,2007,13227
32,M,1,2007,16004
31,M,1,2007,18071
25,M,2,2007,16695
30,M,2,2012,13951
47,M,1,2007,15676
28,F,1,2007,17397
32,F,1,2007,20034
35,F,2,2007,13592
36,F,2,2008,13508
46,M,3,2012,17527
41,M,3,2007,16141
42,M,3,2008,15544
29,F,1,2007,17178
57,M,1,2007,15913
34,M,1,2007,17877
39,M,2,2007,15607
40,M,2,2008,12934
34,M,1,2007,12781
37,M,1,2007,14284
30,F,1,2007,23901
23,F,1,2007,12877
50,M,1,2007,19691
43,M,1,2007,13167
47,M,1,2007,21428
32,F,1,2007,17845
38,F,1,2007,17011
55,F,1,2007,16604
38,F,1,2007,14845
31,M,3,2009,17390
30,M,3,2008,16829
29,M,3,2007,15893
45,F,1,2007,19740
27,F,2,2009,14478
25,F,2,2007,15862
34,F,1,2007,20336
33,M,1,2007,17824
40,M,7,2007,19163
41,M,7,2008,15398
47,M,7,2014,14149
42,M,7,2009,16352
43,M,7,2010,14491
45,M,7,2015,13598
44,M,7,2011,14829
37,M,3,2011,11403
33,M,3,2007,14058
46,F,1,2007,21495
47,M,4,2009,13888
45,M,4,2007,16095
50,M,4,2012,15667
46,M,4,2008,15206
26,M,1,2007,13102
34,F,1,2007,20672
41,M,1,2007,18278
39,M,1,2007,15715
31,M,1,2007,16089
36,M,2,2009,11660
34,M,2,2007,15117
24,F,1,2007,22111
22,M,1,2007,15699
32,F,1,2007,17484
38,F,1,2007,19717
33,F,1,2007,20727
38,M,1,2007,16588
60,M,3,2009,16704
58,M,3,2007,15771
59,M,3,2008,16360
41,M,1,2007,17212
41,F,2,2009,14992
39,F,2,2007,15677
39,F,1,2007,19088
24,F,1,2007,20478
46,F,1,2007,18879
55,M,1,2007,12073
46,F,1,2007,18164
33,M,1,2007,15273
34,M,1,2007,23223
42,F,1,2007,19691
48,M,1,2007,13906
59,F,1,2007,23528
24,M,1,2007,21541
32,M,1,2007,20255
51,M,1,2007,14652
23,M,1,2007,13707
36,M,1,2007,17521
37,F,1,2007,15442
20,M,1,2007,20555
37,F,1,2007,19544
38,M,1,2007,16067
28,M,1,2007,17127
27,M,1,2007,21429
22,M,1,2007,19187
44,M,1,2007,14652
32,M,1,2007,15559
28,M,1,2007,12594
49,M,1,2007,15325
32,M,1,2007,15227
51,F,1,2007,19281
32,F,1,2007,17867
35,M,2,2014,13890
34,M,2,2007,12541
22,F,1,2007,26716
29,F,1,2007,23091
25,M,4,2010,13762
30,M,4,2014,17261
47,M,4,2007,17032
44,M,1,2007,14759
50,M,2,2007,17882
51,M,2,2008,16226
59,M,1,2007,19303
34,M,1,2007,20908
70,M,1,2007,18284
27,M,1,2007,14951
44,F,1,2007,17231
26,F,1,2007,14455
31,F,1,2007,13764
43,F,1,2007,17042
35,F,1,2007,17088
35,M,1,2007,15835
36,F,1,2007,14615
22,F,1,2007,17636
31,F,1,2007,18398
38,M,1,2007,14009
46,M,1,2007,13293
25,F,1,2007,17669
45,M,1,2007,22469
43,F,1,2007,24062
22,F,1,2007,18991
28,F,1,2007,20589
45,M,1,2007,15989
23,M,1,2007,16878
35,M,1,2007,15116
26,M,1,2007,11801
44,F,1,2007,19862
40,M,1,2007,15174
23,F,1,2007,27279
47,M,5,2012,12283
42,M,5,2007,12329
44,M,5,2009,11452
43,M,5,2008,12219
45,M,5,2010,11810
28,M,1,2007,25636
40,M,1,2007,17868
28,F,1,2007,22082
30,F,1,2007,18788
35,F,1,2007,14312
47,M,1,2007,15020
50,M,2,2011,12811
46,M,2,2007,12651
21,F,1,2007,17267
34,M,3,2008,19497
33,M,3,2007,20384
35,M,3,2009,21878
43,M,3,2009,13916
42,M,3,2008,16649
41,M,3,2007,17979
45,F,1,2007,18817
37,M,1,2007,16262
36,F,1,2007,14496
43,F,1,2007,24471
43,M,2,2007,14703
45,M,2,2009,13108
30,M,2,2007,20495
35,M,2,2007,18976
39,M,1,2007,19707
30,F,1,2007,19254
38,F,1,2007,15911
36,F,1,2007,26716
29,F,1,2007,22335
26,M,1,2007,14077
35,M,1,2007,15596
21,M,2,2009,13558
19,M,2,2007,13635
54,M,1,2007,21094
27,M,1,2007,21643
32,M,2,2007,14871
33,M,2,2008,12843
39,F,1,2007,23851
37,F,5,2012,13726
36,F,5,2011,13322
33,F,5,2008,16964
32,F,5,2007,17400
31,F,5,2009,15508
30,F,5,2008,17065
29,F,5,2007,17170
32,F,5,2010,19507
33,F,5,2011,17535
27,M,1,2007,20865
33,M,1,2007,14782
56,M,1,2007,18591
41,M,1,2007,23386
40,F,2,2008,15430
39,F,2,2007,17061
31,F,1,2007,21786
31,M,1,2007,17899
27,M,1,2007,18271
46,M,3,2010,12516
50,M,3,2015,13224
43,M,3,2007,12204
31,M,1,2007,16773
30,F,1,2007,14243
26,F,1,2007,20410
26,M,1,2007,14415
31,M,1,2007,15735
46,M,3,2007,19179
48,M,3,2009,17121
49,M,3,2010,16470
41,F,1,2007,13269
57,F,3,2008,17599
59,F,3,2010,18027
56,F,3,2007,16414
28,F,1,2007,16840
45,M,1,2007,14583
36,M,1,2007,18121
32,F,1,2007,23053
32,M,1,2007,22430
44,M,1,2007,14923
26,M,1,2007,12808
35,F,1,2007,22494
27,M,1,2007,15413
46,M,1,2007,15433
34,M,1,2007,15681
45,F,1,2007,14156
37,F,2,2008,21106
36,F,2,2007,22063
46,M,2,2007,24822
47,M,2,2008,20978
44,M,1,2007,14991
42,M,1,2007,12440
35,M,1,2007,20494
33,M,1,2007,17067
26,F,1,2007,14310
55,M,1,2007,13846
38,M,4,2007,16253
39,M,4,2008,15921
41,M,4,2010,10629
40,M,4,2009,15405
37,M,1,2007,14304
28,F,1,2007,14282
48,M,1,2007,14182
23,F,1,2007,17595
28,F,1,2007,23269
41,M,1,2007,16231
33,M,2,2007,13314
34,M,2,2008,14858
33,M,1,2007,16125
40,M,1,2007,20669
53,M,1,2007,15746
43,F,1,2007,17485
31,M,1,2007,19851
29,M,1,2007,16708
56,M,1,2007,17147
42,M,1,2007,15410
31,M,1,2007,11531
25,M,1,2007,16591
31,M,2,2010,12745
28,M,2,2007,12350
64,M,1,2007,28345
27,F,1,2007,21164
43,F,1,2007,9777
39,M,1,2007,17758
38,F,1,2007,21527
42,M,1,2007,19349
49,M,1,2007,17637
40,M,1,2007,15289
51,M,2,2007,14259
56,M,2,2012,15123
26,M,2,2007,15191
31,M,2,2012,15261
46,M,1,2007,16223
38,F,1,2007,18345
29,M,1,2007,18217
36,M,1,2007,17891
29,M,1,2007,16147
53,F,1,2007,24314
35,M,1,2007,22563
26,F,1,2007,13924
42,F,1,2007,21531
34,M,3,2008,16577
33,M,3,2007,16780
38,M,3,2012,18434
30,M,1,2007,19380
54,M,3,2010,15678
51,M,3,2007,16256
53,M,3,2009,15671
30,F,1,2007,14190
32,M,1,2007,14885
24,F,1,2007,16252
41,M,2,2008,13777
40,M,2,2007,14024
42,M,1,2007,16117
37,M,1,2007,16840
36,F,1,2007,17854
50,M,2,2012,16848
45,M,2,2007,14261
47,F,1,2007,18040
35,F,1,2007,14205
52,M,1,2007,14384
46,M,1,2007,18170
42,M,1,2007,15952
62,F,1,2007,20582
40,F,2,2009,17243
38,F,2,2007,16177
64,F,1,2007,24975
25,M,1,2007,19372
54,M,1,2007,19064
38,M,3,2007,16186
39,M,3,2008,15875
40,M,3,2009,15385
26,F,2,2009,15907
24,F,2,2007,19249
39,F,1,2007,16048
39,M,1,2007,17779
40,M,1,2007,16947
41,F,1,2007,16539
29,F,1,2007,13537
29,M,1,2007,13650
54,F,1,2007,15386
40,F,1,2007,15307
26,F,1,2007,19886
30,M,3,2008,16539
32,M,3,2010,16996
29,M,3,2007,19613
30,F,2,2009,14133
28,F,2,2007,15480
31,M,1,2007,14739
23,M,1,2007,16340
26,M,1,2007,13787
27,M,1,2007,14207
31,M,1,2007,19185
51,M,1,2007,17653
34,F,1,2007,15360
39,M,4,2010,12894
36,M,4,2007,15436
41,M,4,2012,14664
40,M,4,2015,14090
56,F,1,2007,13614
34,F,1,2007,16721
51,M,1,2007,18034
40,F,1,2007,20246
18,M,1,2007,14636
37,M,1,2007,14971
28,F,1,2007,20012
40,M,1,2007,16584
27,F,1,2007,14362
33,M,1,2007,19102
28,F,1,2007,16186
24,M,1,2007,8584
23,F,1,2007,18816
40,M,1,2007,13105
29,M,2,2007,16350
31,M,1,2007,14707
33,M,1,2007,17467
36,M,1,2007,23281
31,M,1,2007,16058
22,M,1,2007,13788
63,M,1,2007,17533
36,M,1,2007,16979
32,F,1,2007,18119
41,M,1,2007,17796
44,M,1,2007,17660
28,F,1,2007,13014
25,M,1,2007,15199
25,F,2,2007,16201
27,F,2,2009,15841
48,F,1,2007,13113
27,F,1,2007,16687
30,M,1,2007,15287
26,M,1,2007,19843
48,F,1,2007,19104
40,M,2,2007,15704
32,M,1,2007,17546
47,M,1,2007,16673
27,M,1,2007,16735
24,F,1,2007,25327
31,M,1,2007,18117
36,M,2,2007,19339
37,M,2,2008,15670
30,F,1,2007,21624
52,M,1,2007,15179
62,M,1,2007,21348
45,M,3,2007,19073
46,M,3,2008,17357
28,M,3,2012,19120
39,M,1,2007,12296
26,F,1,2007,16326
31,M,1,2007,17007
28,F,1,2007,18531
26,M,1,2007,10707
48,F,1,2007,15325
23,M,1,2007,16982
50,M,4,2008,18899
36,M,4,2007,13084
39,M,4,2010,13106
51,M,4,2009,17876
34,M,2,2007,15938
37,M,2,2010,14277
42,F,2,2008,16958
41,F,2,2007,17699
44,F,1,2007,22095
35,M,1,2007,13600
27,F,1,2007,10971
32,F,1,2007,13134
40,M,1,2007,13271
45,F,1,2007,16576
36,M,3,2007,15142
38,M,3,2009,13203
44,M,1,2007,12339
44,F,1,2007,25325
38,M,1,2007,23146
46,M,1,2007,14964
40,M,1,2007,18521
33,F,1,2007,17091
40,M,1,2007,17331
27,M,1,2007,18816
43,M,1,2007,17939
60,M,2,2007,20946
61,M,2,2008,19158
51,M,1,2007,17590
48,F,1,2007,14667
23,F,1,2007,19246
27,M,1,2007,15218
30,M,1,2007,15402
47,F,2,2007,18168
48,F,2,2008,20857
49,F,1,2007,21357
17,M,1,2007,13958
36,M,1,2007,18966
25,M,2,2007,13986
29,M,2,2011,16773
34,M,1,2007,19613
46,M,1,2007,26195
31,F,1,2007,17271
39,M,2,2007,13621
40,M,2,2008,12594
41,M,1,2007,17963
28,F,1,2007,20589
34,M,2,2008,14270
33,M,2,2007,13982
40,F,1,2007,20386
24,F,1,2007,16942
43,F,1,2007,23215
37,F,1,2007,16831
50,M,1,2007,18379
25,F,1,2007,17910
28,M,1,2007,17843
25,F,1,2007,15938
48,M,2,2009,22066
46,M,2,2007,19910
32,F,1,2007,18327
33,M,4,2010,13690
31,M,4,2008,13800
32,M,4,2009,13249
30,M,4,2007,13377
30,M,1,2007,17454
40,M,1,2007,17194
27,M,1,2007,13863
41,F,1,2007,15374
23,M,1,2007,14592
38,M,1,2007,15507
42,F,1,2007,18148
36,M,4,2007,23319
38,M,4,2014,20036
30,M,4,2008,8263
35,M,4,2015,14764
22,F,1,2007,18902
43,M,1,2007,12532
24,F,1,2007,17558
28,M,1,2007,16702
29,F,1,2007,16770
51,F,1,2007,17763
33,M,2,2007,14366
34,M,2,2008,13797
43,M,1,2007,16042
28,M,1,2007,13615
44,M,3,2010,12432
42,M,3,2009,11767
40,M,3,2007,12493
30,M,1,2007,13875
35,F,1,2007,16689
47,F,2,2009,20364
45,F,2,2007,20324
65,M,4,2010,17501
63,M,4,2008,15607
64,M,4,2009,15460
62,M,4,2007,15650
54,M,3,2008,16029
55,M,3,2009,14149
53,M,3,2007,15396
58,M,1,2007,22320
35,M,6,2008,12603
34,M,6,2007,13637
36,M,6,2009,13822
52,M,6,2011,16345
53,M,6,2012,19274
50,M,6,2009,19500
19,F,1,2007,26146
27,F,1,2007,17815
44,M,2,2014,15435
37,M,2,2007,14845
42,M,1,2007,17828
33,F,1,2007,14557
32,M,1,2007,19848
36,F,1,2007,17172
27,F,1,2007,17096
26,F,1,2007,22205
44,M,1,2007,16705
49,M,1,2007,16945
26,F,1,2007,23918
29,F,1,2007,18094
21,F,2,2008,15663
20,F,2,2007,16665
46,M,1,2007,18300
35,F,1,2007,16820
36,M,1,2007,25347
42,M,1,2007,15269
33,M,1,2007,17671
47,M,5,2007,14159
48,M,5,2008,14706
50,M,5,2010,15422
49,M,5,2009,13380
51,M,5,2011,14885
37,F,4,2011,13088
33,F,4,2007,13955
38,F,4,2012,12732
27,F,2,2007,19174
30,F,2,2010,15080
35,F,1,2007,17202
33,M,1,2007,15647
36,M,1,2007,14845
33,F,1,2007,17474
21,F,1,2007,12808
25,F,1,2007,18842
61,F,1,2007,15858
28,M,1,2007,18902
33,M,1,2007,14843
31,M,3,2007,15886
34,M,3,2010,13670
33,M,1,2007,18271
58,M,1,2007,19188
31,M,1,2007,18878
18,M,1,2007,17150
37,F,1,2007,18120
19,M,1,2007,9057
46,F,1,2007,20391
32,F,1,2007,19231
29,F,1,2007,17556
31,M,1,2007,12347
31,M,1,2007,20268
22,F,1,2007,16204
32,F,1,2007,19392
53,F,1,2007,16463
34,M,1,2007,14318
35,M,1,2007,12287
39,F,1,2007,21982
25,F,1,2007,22074
44,F,1,2007,14752
57,M,1,2007,17889
33,M,1,2007,14514
48,M,2,2012,14899
43,M,2,2007,15200
32,M,1,2007,15780
50,F,1,2007,20140
46,M,1,2007,16921
25,F,1,2007,15479
30,M,1,2007,11592
25,M,1,2007,13032
40,F,1,2007,15478
28,M,1,2007,15082
37,M,1,2007,21538
34,M,1,2007,13710
54,M,1,2007,18685
30,M,1,2007,15402
51,M,1,2007,15827
25,M,1,2007,21791
31,F,1,2007,18511
36,M,1,2007,11467
30,M,1,2007,23119
52,M,2,2008,15605
51,M,2,2007,14124
34,F,1,2007,17927
37,F,1,2007,21736
28,F,2,2007,12100
49,F,1,2007,16544
29,F,1,2007,12504
29,F,1,2007,23090
45,F,1,2007,17208
37,M,2,2012,13125
32,M,2,2007,20420
46,M,1,2007,11598
26,F,1,2007,15644
41,M,6,2007,17999
45,M,6,2015,16890
43,M,6,2009,15414
45,M,6,2011,18006
44,M,6,2010,17143
42,M,6,2008,16451
22,F,1,2007,16976
36,M,5,2011,12689
33,M,5,2008,13107
35,M,5,2010,13622
32,M,5,2007,13899
34,M,5,2009,13010
24,M,1,2007,16583
40,F,1,2007,12234
23,F,1,2007,20211
35,F,1,2007,23068
60,F,1,2007,17936
32,F,2,2007,22313
33,F,2,2008,17000
26,M,1,2007,11712
28,M,1,2007,17829
41,F,7,2009,18937
42,F,7,2010,18365
43,F,7,2011,17907
44,F,7,2012,18275
39,F,7,2007,20138
40,F,7,2008,19693
23,M,1,2007,14673
31,M,1,2007,11926
31,F,1,2007,23270
39,F,1,2007,11968
34,M,1,2007,17456
61,M,1,2007,14976
53,F,1,2007,16491
36,F,1,2007,20736
35,M,1,2007,15766
51,M,1,2007,15044
45,F,1,2007,9622
38,F,1,2007,18479
54,M,1,2007,16166
33,M,1,2007,13033
29,F,1,2007,12307
42,M,1,2007,14218
52,M,2,2007,14941
59,M,2,2014,17236
43,M,1,2007,14360
34,M,3,2007,13529
39,M,3,2012,13266
36,M,3,2009,15151
41,F,1,2007,19253
21,F,1,2007,16196
34,M,1,2007,20816
36,F,2,2008,19728
35,F,2,2007,21500
26,M,1,2007,17813
31,M,1,2007,15129
21,F,1,2007,16023
61,M,1,2007,14012
36,M,1,2007,21048
24,F,1,2007,23269
48,M,7,2010,16687
47,M,7,2009,16620
49,M,7,2011,19382
45,M,7,2007,17006
50,M,7,2015,18171
52,M,7,2014,18399
50,M,7,2012,18756
27,M,1,2007,13693
37,F,1,2007,14003
28,F,1,2007,19755
47,F,1,2007,18602
47,M,1,2007,18314
19,M,1,2007,14901
45,M,1,2007,13229
54,F,1,2007,16199
33,M,1,2007,16479
28,M,1,2007,17460
39,F,1,2007,20483
25,F,1,2007,19565
25,M,5,2015,13457
30,M,5,2007,14367
38,M,5,2010,18134
24,M,5,2011,14755
31,M,5,2008,15040
46,F,1,2007,20427
36,F,1,2007,10429
42,M,5,2009,14791
40,M,5,2007,15942
41,M,5,2008,15174
45,M,5,2012,13935
43,M,5,2010,15534
46,M,1,2007,15171
45,M,1,2007,16908
44,M,1,2007,14828
31,M,2,2008,21789
30,M,2,2007,17485
22,F,1,2007,19249
39,M,2,2007,16573
43,M,2,2011,11924
26,M,1,2007,17886
34,M,1,2007,21018
25,M,1,2007,17203
37,M,2,2007,16868
40,M,2,2010,15414
22,M,1,2007,16364
53,F,3,2007,15633
55,F,3,2009,17110
54,F,3,2008,16109
28,F,1,2007,14887
50,F,1,2007,15075
35,F,1,2007,23059
30,F,1,2007,19928
27,M,1,2007,23205
42,F,1,2007,14420
32,F,1,2007,17606
25,F,1,2007,20010
27,F,1,2007,14797
49,M,2,2007,15732
52,M,2,2010,16489
33,F,1,2007,22353
36,M,1,2007,21291
56,M,1,2007,23874
47,M,2,2007,13185
54,M,2,2014,13854
42,M,1,2007,15408
52,M,1,2007,24275
38,F,1,2007,18681
24,F,1,2007,19617
27,M,1,2007,23255
35,F,2,2008,16990
34,F,2,2007,16970
40,M,2,2011,11109
36,M,2,2007,12769
39,F,2,2008,14271
38,F,2,2007,14505
36,F,1,2007,17391
37,M,1,2007,13062
39,M,1,2007,15859
33,F,1,2007,13402
22,F,1,2007,28085
35,M,1,2007,14263
36,M,1,2007,14033
38,M,1,2007,15902
26,F,1,2007,19844
51,M,1,2007,13289
32,M,1,2007,17786
26,F,1,2007,22081
29,M,1,2007,18993
31,M,1,2007,17784
42,F,1,2007,18309
32,M,7,2012,15310
41,M,7,2012,19213
27,M,7,2007,20192
36,M,7,2012,15971
40,M,1,2007,14753
45,M,1,2007,19038
41,M,1,2007,15725
34,F,1,2007,19279
46,M,1,2007,18154
45,F,1,2007,13288
47,F,1,2007,15828
39,M,1,2007,16387
52,M,1,2007,20016
29,F,1,2007,20001
24,M,1,2007,10693
36,M,1,2007,21986
40,M,1,2007,17354
28,M,1,2007,15704
66,M,3,2009,17751
65,M,3,2008,17400
64,M,3,2007,18194
40,F,1,2007,21178
26,F,1,2007,17669
43,M,1,2007,19491
32,M,1,2007,8681
20,M,1,2007,14037
27,F,1,2007,22946
43,M,1,2007,13586
47,M,1,2007,13779
26,F,1,2007,14091
45,M,1,2007,14404
25,F,1,2007,23848
28,F,1,2007,17103
24,M,1,2007,14375
37,F,1,2007,18451
25,F,1,2007,14914
17,M,1,2007,12800
26,M,5,2008,16577
27,M,5,2014,16089
25,M,5,2007,16780
41,M,5,2010,16047
32,M,5,2009,15608
56,F,1,2007,19014
40,F,1,2007,18056
39,F,1,2007,28119
33,M,2,2008,10937
32,M,2,2007,12767
24,F,1,2007,23849
28,M,1,2007,15723
23,M,1,2007,15892
39,M,1,2007,17592
44,M,1,2007,18130
33,M,3,2007,18978
36,M,3,2010,17353
34,M,3,2008,18573
25,M,1,2007,27130
42,F,1,2007,22648
50,F,1,2007,21940
35,M,1,2007,15119
44,M,1,2007,14914
39,F,1,2007,17360
52,M,1,2007,13889
35,M,1,2007,13738
43,F,1,2007,21942
31,F,1,2007,27379
32,M,1,2007,11196
35,F,1,2007,18444
35,M,1,2007,11559
37,M,1,2007,14713
63,M,1,2007,15403
24,F,1,2007,17428
39,M,2,2008,13730
38,M,2,2007,15640
31,M,4,2007,21010
37,M,4,2012,15190
35,M,1,2007,16158
39,M,1,2007,20450
35,M,3,2012,11098
31,M,3,2008,11687
30,M,3,2007,12121
32,M,1,2007,27723
28,F,1,2007,14401
32,F,1,2007,16385
26,M,1,2007,20750
33,F,1,2007,19699
50,M,1,2007,14826
62,M,2,2007,22293
26,F,1,2007,17156
49,M,1,2007,13624
38,F,1,2007,16034
34,M,1,2007,22082
50,M,1,2007,20391
25,F,1,2007,20330
44,F,1,2007,18556
34,F,1,2007,15210
34,M,1,2007,16503
23,F,1,2007,20605
58,M,1,2007,16385
24,M,1,2007,14552
31,M,1,2007,18748
41,F,1,2007,26448
36,F,6,2010,14993
34,F,6,2008,13840
35,F,6,2015,13915
35,F,6,2009,13958
33,F,6,2007,14402
35,F,6,2011,14317
25,F,1,2007,16238
38,M,1,2007,16497
40,F,1,2007,15236
35,F,1,2007,15898
41,M,1,2007,13067
35,M,1,2007,22363
34,M,1,2007,16082
33,F,1,2007,14212
34,F,1,2007,23090
28,F,2,2007,18810
29,F,2,2008,22200
59,M,1,2007,20488
63,M,1,2007,23794
50,F,1,2007,12347
23,M,1,2007,16945
37,F,1,2007,27529
49,M,1,2007,13358
28,F,2,2008,13594
27,F,2,2007,14735
31,M,1,2007,13787
58,F,1,2007,23882
54,F,2,2008,19906
53,F,2,2007,18841
30,F,3,2007,18130
34,F,3,2011,17149
31,F,3,2008,16605
36,M,1,2007,11673
35,M,1,2007,19140
26,F,1,2007,14445
38,F,1,2007,23058
45,F,1,2007,16108
59,M,1,2007,20466
35,F,1,2007,25347
42,M,1,2007,17491
26,M,1,2007,13315
23,F,1,2007,18781
21,F,1,2007,22496
42,M,2,2008,14293
41,M,2,2007,14777
61,M,1,2007,16028
47,M,1,2007,14998
42,M,2,2012,14384
37,M,2,2007,13378
48,M,1,2007,16106
46,M,1,2007,21160
49,M,1,2007,20377
37,M,1,2007,12467
43,F,1,2007,15143
29,F,1,2007,23032
29,M,1,2007,14496
25,F,1,2007,14529
25,F,1,2007,18396
28,M,1,2007,20197
45,F,1,2007,23986
31,F,1,2007,28190
41,M,1,2007,17173
28,F,3,2008,20386
29,F,3,2009,19624
27,F,3,2007,20695
30,F,1,2007,20490
39,M,1,2007,12546
38,M,1,2007,16908
31,F,1,2007,17397
40,F,1,2007,14157
41,F,1,2007,18440
28,F,1,2007,23079
42,M,1,2007,18581
33,M,1,2007,24013
40,M,1,2007,16129
37,M,1,2007,19512
43,M,1,2007,13154
35,F,1,2007,19748
46,M,1,2007,19103
35,U,1,2007,13484
53,M,1,2007,13258
33,M,1,2007,18485
57,M,1,2007,16167
28,M,1,2007,17026
33,F,1,2007,13460
42,M,1,2007,19407
19,F,2,2007,22643
20,F,2,2008,19459
35,F,1,2007,14064
23,F,1,2007,25603
45,F,1,2007,14648
20,F,1,2007,24658
20,F,1,2007,21636
30,F,1,2007,13481
46,M,6,2009,14583
48,M,6,2011,14953
51,M,6,2014,15495
44,M,6,2007,14316
47,M,6,2010,15277
45,M,6,2008,13460
42,M,1,2007,13519
37,F,2,2007,14467
24,F,1,2007,16574
36,M,1,2007,16653
38,F,1,2007,21611
25,M,1,2007,16951
23,F,1,2007,22036
32,M,1,2007,16638
38,F,4,2008,14165
40,F,4,2010,14312
37,F,4,2007,14578
41,F,4,2011,14621
29,M,1,2007,15848
58,M,1,2007,14348
54,M,1,2007,13745
34,M,1,2007,19386
46,M,1,2007,15779
47,M,1,2007,16761
23,F,1,2007,23593
25,F,1,2007,15362
37,F,1,2007,19809
19,M,1,2007,18594
24,M,1,2007,17546
40,M,1,2007,16501
25,F,1,2007,24087
31,M,1,2007,13790
43,M,1,2007,14405
33,M,1,2007,16262
52,M,1,2007,17464
50,M,1,2007,17331
31,F,2,2007,15959
32,F,2,2008,13822
38,M,1,2007,23205
51,F,1,2007,23409
50,F,1,2007,16041
31,F,1,2007,15649
26,M,1,2007,12915
64,F,1,2007,20382
44,M,1,2007,12933
71,M,1,2007,23882
32,M,1,2007,15092
37,M,1,2007,12561
24,M,2,2011,12269
20,M,2,2007,12541
26,M,1,2007,18812
32,F,1,2007,17031
37,F,1,2007,24608
28,F,1,2007,19335
46,F,1,2007,23306
41,M,2,2010,14168
38,M,2,2007,14421
42,F,2,2007,15197
31,F,2,2014,20981
41,M,1,2007,15510
41,M,1,2007,18015
62,M,1,2007,16437
36,F,1,2007,19187
24,M,1,2007,13332
43,M,1,2007,15163
29,M,1,2007,13318
45,M,7,2007,23283
50,M,7,2012,22959
47,M,7,2009,18764
52,M,7,2014,18353
46,M,7,2008,21333
49,M,7,2011,23716
48,M,7,2010,18880
33,F,1,2007,15997
28,M,1,2007,15275
41,M,1,2007,12839
45,M,1,2007,14877
37,F,1,2007,18277
46,M,1,2007,16071
55,M,1,2007,16794
25,M,2,2007,16546
26,M,2,2008,13874
47,M,1,2007,17303
34,M,1,2007,16920
37,F,1,2007,14571
50,M,1,2007,15842
38,M,1,2007,17835
31,M,1,2007,23389
33,M,1,2007,18634
20,M,1,2007,19141
29,F,1,2007,20200
26,F,1,2007,18903
46,F,1,2007,15582
37,M,1,2007,15592
39,M,1,2007,12431
27,F,1,2007,21243
31,M,1,2007,14307
30,F,1,2007,24103
27,F,1,2007,20466
25,F,1,2007,22804
28,M,1,2007,16305
25,M,1,2007,22111
29,F,1,2007,22292
46,F,5,2007,23172
48,F,5,2009,20763
50,F,5,2011,23688
51,F,5,2012,16340
49,F,5,2010,22771
24,F,1,2007,15696
38,M,1,2007,16297
32,F,1,2007,19390
37,M,1,2007,16680
33,M,1,2007,15731
64,M,1,2007,18626
48,M,1,2007,17545
27,M,1,2007,19378
24,F,1,2007,22360
44,M,1,2007,17769
35,M,1,2007,13750
22,M,1,2007,13010
23,F,1,2007,22492
36,M,1,2007,15613
46,M,1,2007,12535
36,M,3,2008,11530
33,M,3,2010,14994
35,M,3,2007,12077
51,M,1,2007,14516
57,M,1,2007,16503
42,F,1,2007,14776
25,F,1,2007,22074
21,M,1,2007,12370
29,M,1,2007,18867
42,M,1,2007,12756
31,M,1,2007,20744
49,M,1,2007,13391
24,F,1,2007,15164
23,F,1,2007,20320
29,M,1,2007,14422
42,F,1,2007,14320
30,M,1,2007,14644
30,M,1,2007,16941
38,F,1,2007,14753
36,F,1,2007,14229
25,F,1,2007,25597
33,M,1,2007,16739
59,M,2,2007,19225
63,M,2,2011,20876
18,M,1,2007,15760
34,M,1,2007,18338
28,M,1,2007,15835
45,F,1,2007,20859
38,F,1,2007,13019
51,M,2,2009,15354
49,M,2,2007,13908
51,F,1,2007,22128
40,F,2,2009,20664
38,F,2,2007,20078
24,M,1,2007,12789
38,M,1,2007,14598
57,M,1,2007,15154
45,M,1,2007,17652
31,F,2,2007,16043
44,M,1,2007,13686
51,M,2,2007,13357
29,F,1,2007,24713
53,M,1,2007,13406
38,F,1,2007,19303
24,F,1,2007,21279
38,M,1,2007,16608
41,M,1,2007,16739
31,F,1,2007,17218
39,M,2,2008,15495
38,M,2,2007,15727
38,M,1,2007,14929
37,F,1,2007,16808
34,F,1,2007,11960
42,M,3,2010,11740
39,M,3,2007,13022
44,M,3,2012,11978
42,M,1,2007,17670
39,M,1,2007,15378
48,M,1,2007,17130
48,M,1,2007,13247
57,M,1,2007,14050
38,M,1,2007,15409
44,F,1,2007,15627
36,M,1,2007,15486
37,M,1,2007,24001
35,F,1,2007,16388
49,M,1,2008,13779
30,F,1,2008,14077
43,F,1,2008,22081
31,F,1,2008,13765
27,M,1,2008,20678
49,M,1,2008,19435
41,M,1,2008,16510
22,M,1,2008,10971
50,M,1,2008,16998
45,M,1,2008,13518
63,M,1,2008,16686
37,M,1,2008,13244
48,M,1,2008,17846
37,F,1,2008,21534
39,M,1,2008,14138
43,M,1,2008,16680
28,F,1,2008,18566
