Age Category,Sex,num,Year,Time
45,M,1,2016,18737
40,M,1,2016,17808
50,M,1,2016,11129
35,F,1,2016,16692
30,M,1,2016,15268
40,M,2,2016,21214
37,M,2,2011,19138
25,F,2,2015,11602
25,F,2,2016,12685
45,M,1,2016,13235
35,F,1,2016,16591
40,F,3,2015,17637
40,F,3,2016,18108
40,F,3,2014,17166
35,F,1,2016,16961
35,M,1,2016,12981
25,F,1,2016,14600
35,M,1,2016,14205
45,M,3,2016,14947
46,M,3,2014,15196
44,M,3,2012,15231
35,M,1,2016,16517
45,M,1,2016,11965
40,M,1,2016,14551
25,F,1,2016,13998
25,M,1,2016,15974
35,M,1,2016,15228
50,F,1,2016,16175
40,M,1,2016,18431
20,F,1,2016,14661
35,M,1,2016,17536
30,F,2,2016,13401
30,F,2,2015,13931
30,M,1,2016,16764
30,F,1,2016,21863
35,M,1,2016,12466
45,M,1,2016,11990
30,M,1,2016,21744
35,F,1,2016,17036
25,M,1,2016,15729
40,F,1,2016,23613
40,F,2,2016,18108
40,F,2,2015,17770
40,M,1,2016,15182
45,M,1,2016,13921
40,M,2,2015,12410
40,M,2,2016,11944
55,F,1,2016,21903
30,M,1,2016,18000
25,F,1,2016,16607
45,F,1,2016,22185
35,M,1,2016,16633
20,M,1,2016,17369
45,F,2,2016,21337
40,F,2,2015,19317
35,M,1,2016,17724
35,M,1,2016,14096
45,M,10,2016,14480
43,M,10,2010,15240
47,M,10,2014,14886
45,M,10,2015,14517
45,M,10,2012,14840
37,M,10,2004,16635
40,M,10,2007,15248
44,M,10,2011,15150
41,M,10,2008,14339
38,M,10,2005,15803
30,M,1,2016,15810
35,M,1,2016,16348
60,M,4,2015,15751
52,M,4,2007,14129
53,M,4,2008,13682
60,M,4,2016,15529
30,F,1,2016,17865
30,M,1,2016,16057
25,F,1,2016,19662
45,F,6,2016,12769
35,F,6,2005,12129
42,F,6,2012,11996
41,F,6,2011,12380
38,F,6,2008,12298
44,F,6,2014,12884
55,M,2,2015,12014
60,M,2,2016,12726
40,F,1,2016,21750
35,M,2,2015,17231
35,M,2,2016,16825
30,F,2,2016,16361
30,F,2,2015,15912
45,M,2,2016,13781
45,M,2,2015,14481
40,M,1,2016,17377
32,M,2,2014,17926
30,M,2,2016,13022
25,M,1,2016,17981
60,M,1,2016,17432
35,M,5,2016,11991
26,M,5,2006,12398
30,M,5,2010,10421
28,M,5,2008,11090
29,M,5,2009,10656
25,M,1,2016,15916
50,M,1,2016,12517
45,M,1,2016,15485
30,F,1,2016,18023
55,F,1,2016,15534
50,M,1,2016,16757
45,F,2,2016,18281
45,F,2,2015,16920
35,M,1,2016,18355
35,M,2,2016,11888
72,M,7,2009,17159
74,M,7,2011,17388
70,M,7,2007,17862
68,M,7,2005,17610
75,M,7,2016,19484
71,M,7,2008,17493
73,M,7,2010,18082
25,M,1,2016,16882
35,F,1,2016,18097
30,M,1,2016,20090
45,M,1,2016,19148
45,F,1,2016,12881
30,M,1,2016,15717
25,F,2,2015,14532
25,F,2,2016,15318
35,M,3,2016,16171
37,M,3,2014,17180
35,M,3,2015,16272
45,F,1,2016,16487
30,F,1,2016,16831
30,F,1,2016,17817
50,M,2,2016,17778
40,M,2,2006,15256
45,M,1,2016,15079
60,M,1,2016,22288
25,M,4,2016,11796
23,M,4,2014,12170
20,M,4,2015,11619
45,M,3,2016,18154
37,M,3,2011,18946
25,M,3,2015,16511
30,M,1,2016,16202
40,F,1,2016,23666
50,F,3,2016,19365
47,F,3,2012,19498
49,F,3,2014,22352
45,M,1,2016,14364
30,F,1,2016,16835
30,M,1,2016,11380
25,M,1,2016,14091
40,F,3,2015,13454
40,F,3,2016,13157
41,F,3,2014,14743
40,M,1,2016,12554
20,M,1,2016,25476
40,M,1,2016,14373
40,M,1,2016,18181
50,M,1,2016,13736
62,M,5,2014,18674
60,M,5,2015,17971
60,M,5,2016,19756
59,M,5,2011,17642
60,M,5,2012,17214
55,M,4,2016,14010
57,M,4,2014,17281
55,M,4,2015,16035
30,M,1,2016,10725
45,F,1,2016,18247
45,F,1,2016,16761
35,F,1,2016,16495
45,M,1,2016,19108
40,F,1,2016,16867
45,M,1,2016,11356
55,M,1,2016,14100
45,M,1,2016,12152
30,F,1,2016,17292
30,M,1,2016,10911
40,F,1,2016,16202
40,M,3,2016,12309
40,M,3,2012,13740
40,M,3,2015,12296
35,F,2,2016,23024
34,F,2,2014,22299
40,M,1,2016,16831
45,M,1,2016,19672
23,F,3,2011,15479
24,F,3,2012,14579
25,F,3,2016,15242
45,M,1,2016,13285
30,M,1,2016,13256
50,M,1,2016,16100
40,F,1,2016,21294
30,F,1,2016,12581
40,M,1,2016,14140
45,M,1,2016,14527
20,M,1,2016,14394
40,M,2,2016,10724
40,M,2,2015,10731
45,M,3,2016,14942
45,M,3,2015,17295
44,M,3,2012,15458
45,M,1,2016,15028
40,M,1,2016,16380
58,F,6,2011,19956
57,F,6,2010,20987
60,F,6,2016,25006
61,F,6,2014,23080
55,F,6,2008,18686
56,F,6,2009,20050
40,F,1,2016,15163
35,F,1,2016,15609
30,M,1,2016,11299
35,F,1,2016,16684
35,M,2,2015,15120
35,M,2,2016,14157
40,M,1,2016,16068
35,F,3,2014,19778
25,F,3,2016,18352
55,M,1,2016,13854
35,M,1,2016,14152
45,F,1,2016,19020
43,M,12,2004,17667
46,M,12,2007,15788
44,M,12,2005,17582
51,M,12,2012,15009
55,M,12,2016,17990
50,M,12,2011,23716
50,M,12,2015,14065
54,M,12,2003,15205
48,M,12,2009,14356
53,M,12,2014,15917
47,M,12,2008,15144
49,M,12,2010,15905
50,M,1,2016,15754
45,F,1,2016,21431
35,F,1,2016,19325
50,M,1,2016,19674
35,M,1,2016,12657
40,F,1,2016,17281
40,F,1,2016,20404
45,M,1,2016,16463
50,M,4,2015,13641
48,M,4,2010,14500
50,M,4,2016,15268
50,M,4,2012,14307
55,F,1,2016,16920
30,M,1,2016,17060
35,M,1,2016,17989
30,F,2,2016,19706
30,M,1,2016,10908
20,F,1,2016,14515
40,M,2,2016,16383
40,M,2,2015,15682
30,M,1,2016,13322
40,M,1,2016,16117
50,M,1,2016,17444
20,M,1,2016,25698
35,F,1,2016,12620
50,M,1,2016,20923
20,F,1,2016,14969
40,M,1,2016,17581
56,M,10,2005,16170
57,M,10,2006,16201
63,M,10,2012,18298
55,M,10,2004,15002
59,M,10,2008,17117
58,M,10,2007,16512
61,M,10,2010,19847
65,M,10,2016,16706
65,M,10,2014,20201
60,M,10,2009,17305
30,M,2,2016,11724
32,M,2,2007,17500
40,M,1,2016,13726
15,M,1,2016,17047
30,M,1,2016,16249
60,M,2,2016,16318
56,M,2,2011,15794
40,M,1,2016,13185
45,M,1,2016,13609
55,M,1,2016,14237
25,F,1,2016,17026
50,M,1,2016,15965
40,F,1,2016,16823
40,M,1,2016,18426
40,M,1,2016,19164
35,M,1,2016,15568
30,M,1,2016,14690
45,F,1,2016,17096
35,M,1,2016,14695
46,F,3,2014,15902
45,F,3,2015,14793
45,F,3,2016,14597
25,M,1,2016,19740
25,M,1,2016,18032
40,M,1,2016,11707
20,F,1,2016,15500
49,M,4,2014,14983
39,M,4,2004,12770
50,M,4,2015,13778
50,M,4,2016,13774
30,F,1,2016,18813
45,F,1,2016,23668
20,M,1,2016,11169
44,F,4,2014,14494
45,F,4,2015,14375
45,F,4,2016,14369
45,M,1,2016,13904
30,M,1,2016,19594
35,M,1,2016,14710
60,M,1,2016,18775
51,M,4,2014,14399
50,M,4,2016,12635
49,M,4,2012,13865
30,M,1,2016,12747
50,M,1,2016,12722
35,M,1,2016,16628
54,M,3,2012,18277
55,M,3,2016,17887
55,M,3,2015,17873
40,M,1,2016,14258
35,F,1,2016,16950
55,M,1,2016,17910
45,M,1,2016,13177
25,F,1,2016,16751
30,M,2,2015,18810
30,M,2,2016,20006
30,M,4,2016,17975
44,M,4,2012,12125
65,M,4,2012,21144
23,M,4,2005,16729
40,M,1,2016,16402
35,F,1,2016,18426
25,F,1,2016,13851
20,M,1,2016,18303
45,M,1,2016,12738
35,M,1,2016,11888
35,M,2,2016,11209
40,M,2,2015,16556
45,M,4,2014,11438
45,M,4,2016,11599
45,M,4,2015,11933
43,M,4,2012,11340
30,M,2,2016,13839
30,M,2,2015,13116
35,F,1,2016,15835
35,F,1,2016,20022
35,F,1,2016,14697
29,F,3,2014,15452
30,F,3,2015,15777
30,F,3,2016,16557
40,M,1,2016,14860
35,M,1,2016,19944
50,M,4,2016,18344
49,M,4,2014,19477
45,M,4,2006,15563
45,M,4,2010,18150
30,M,1,2016,11719
20,F,1,2016,19908
45,F,1,2016,14278
30,M,1,2016,14033
30,M,1,2016,13527
51,M,6,2012,15633
44,M,6,2005,15966
44,M,6,2006,16302
55,M,6,2016,15839
50,M,6,2011,15548
53,M,6,2014,16792
55,M,1,2016,14813
35,M,1,2016,13683
30,F,1,2016,19594
38,M,6,2014,11166
35,M,6,2010,11611
35,M,6,2015,11071
40,M,6,2016,10968
35,M,6,2011,11720
35,M,1,2016,13526
49,M,4,2014,15350
50,M,4,2015,13640
50,M,4,2016,13525
35,M,1,2016,12156
50,M,2,2016,13128
37,M,2,2003,12814
30,M,1,2016,19499
45,M,1,2016,14877
60,F,1,2016,26201
79,M,10,2012,22977
75,M,10,2016,25682
71,M,10,2004,19316
75,M,10,2008,21586
81,M,10,2014,22682
74,M,10,2007,20290
72,M,10,2005,18892
70,M,10,2003,16565
75,M,10,2015,25847
73,M,10,2006,19319
50,M,1,2016,19205
45,M,1,2016,11987
35,F,1,2016,16537
30,M,1,2016,12647
40,F,1,2016,18533
30,M,1,2016,12367
20,F,1,2016,20424
50,F,2,2016,13944
50,F,2,2014,16171
30,M,1,2016,13512
25,M,1,2016,17405
45,M,1,2016,15591
20,F,1,2016,17995
40,F,1,2016,20062
50,M,1,2016,14228
45,M,1,2016,17047
35,M,2,2016,22192
55,M,1,2016,18321
33,M,5,2005,13836
47,M,5,2012,19648
35,M,5,2016,13184
34,M,5,2006,13224
30,F,1,2016,16017
40,M,1,2016,19863
30,F,1,2016,18621
44,M,4,2014,20480
42,M,4,2012,20710
45,M,4,2016,18041
45,M,4,2015,17815
30,M,4,2015,14512
33,M,4,2014,14386
31,M,4,2012,13658
35,M,4,2016,14086
55,M,1,2016,18064
40,M,1,2016,14166
45,F,1,2016,17267
30,F,1,2016,15800
25,F,1,2016,16572
45,M,1,2016,13696
40,M,1,2016,17700
45,M,1,2016,13457
50,F,1,2016,20226
45,M,3,2016,11684
45,M,3,2014,12253
42,M,3,2011,12573
20,M,1,2016,23489
45,M,1,2016,17490
35,F,1,2016,15171
40,M,3,2016,13641
32,M,3,2008,16083
33,M,3,2009,15004
65,M,1,2016,17568
45,M,1,2016,13377
40,M,1,2016,17500
30,M,1,2016,17636
25,F,1,2016,16749
25,M,1,2016,11622
60,M,5,2015,19588
30,M,5,2015,11940
65,M,5,2016,20487
35,M,5,2008,14338
37,M,5,2006,15128
40,M,1,2016,12435
40,M,1,2016,17521
60,F,1,2016,25685
35,F,1,2016,20370
50,M,1,2016,14809
30,M,3,2015,15003
35,M,3,2004,16243
35,M,3,2016,14267
25,F,1,2016,20927
45,M,2,2015,15260
45,F,2,2016,15585
50,M,1,2016,14960
25,M,1,2016,14071
55,M,1,2016,16256
45,F,1,2016,18411
20,F,1,2016,16622
35,F,1,2016,25305
25,M,1,2016,16273
25,F,1,2016,12139
25,F,1,2016,14116
25,F,2,2006,17435
35,F,2,2016,16163
40,F,2,2012,19318
40,F,2,2016,16968
45,M,1,2016,13957
40,M,1,2016,15231
35,M,1,2016,14314
20,M,1,2016,11805
37,M,4,2005,11317
45,M,4,2016,11767
46,M,4,2014,12175
45,M,4,2015,11668
40,M,1,2016,15379
40,M,1,2016,14135
39,M,2,2014,21229
40,M,2,2016,19312
20,F,1,2016,16589
30,M,1,2016,17741
30,M,1,2016,21110
39,M,5,2012,20510
40,M,5,2015,19663
38,M,5,2011,20553
40,M,5,2016,20345
41,M,5,2014,22756
50,M,1,2016,14727
40,M,1,2016,18835
45,F,1,2016,16282
40,M,2,2016,13460
40,M,2,2014,16203
40,M,1,2016,16099
45,M,1,2016,15551
35,M,1,2016,16756
40,M,1,2016,13750
35,M,1,2016,12386
25,F,1,2016,18755
35,M,3,2016,18770
30,M,3,2015,20045
31,M,3,2012,18297
40,F,1,2016,23492
35,M,1,2016,12085
50,M,2,2016,12637
60,M,2,2015,22380
60,M,2,2016,19023
20,M,1,2016,15647
25,M,1,2016,14339
35,M,1,2016,9776
37,F,6,2010,17412
41,F,6,2014,18873
40,F,6,2016,19833
36,F,6,2009,19271
39,F,6,2012,18851
38,F,6,2011,16828
30,F,3,2016,14177
30,F,3,2015,17598
50,M,3,2016,17111
52,M,3,2014,16834
50,M,3,2015,16210
35,M,1,2016,13343
35,F,3,2016,21927
42,F,3,2014,19735
35,F,3,2015,20797
25,M,2,2015,19596
25,M,2,2016,17633
57,M,9,2010,19140
60,M,9,2016,23002
55,M,9,2008,19270
60,M,9,2015,21078
58,M,9,2011,19439
56,M,9,2009,19163
61,M,9,2014,20686
54,M,9,2007,20912
59,M,9,2012,22287
25,M,1,2016,17563
40,M,2,2015,19155
45,M,2,2016,16185
15,M,2,2015,15926
15,M,2,2016,19108
49,F,6,2008,18521
53,F,6,2012,15348
55,F,6,2016,14899
50,F,6,2009,17990
55,F,6,2014,17204
55,F,6,2015,16545
30,F,1,2016,21116
40,M,1,2016,14272
40,F,1,2016,18175
55,M,4,2016,21616
50,M,4,2015,17855
53,M,4,2014,19317
51,M,4,2012,19236
40,M,3,2016,11651
40,M,3,2014,13010
40,M,3,2015,11743
35,F,1,2016,17043
25,F,1,2016,15490
45,M,4,2011,15106
26,M,4,2011,15577
46,M,4,2012,14801
50,M,4,2016,15936
55,F,1,2016,21625
25,F,1,2016,12374
40,F,1,2016,19022
30,F,1,2016,13479
37,M,3,2014,12430
34,M,3,2011,12375
35,M,3,2016,12189
51,F,2,2010,20611
55,F,2,2016,23294
45,M,2,2016,11900
45,M,2,2015,11987
25,M,1,2016,16765
45,F,2,2016,18883
46,F,2,2014,19313
40,F,1,2016,19962
30,F,1,2016,18011
50,M,1,2016,12542
40,F,1,2016,15693
50,M,2,2016,16968
50,M,2,2015,19072
45,F,1,2016,16895
40,F,1,2016,17366
45,F,1,2016,16454
50,M,4,2016,16524
51,M,4,2014,16357
50,M,4,2015,17226
49,M,4,2012,18248
30,M,1,2016,11692
35,M,1,2016,17160
40,M,3,2015,13276
40,M,3,2014,14993
40,M,3,2016,13742
30,M,1,2016,14930
35,M,1,2016,12544
25,M,1,2016,13418
45,M,1,2016,13431
30,M,3,2016,12892
25,M,3,2015,13481
19,M,3,2010,15116
35,M,1,2016,13588
35,M,1,2016,15723
40,M,1,2016,14398
35,F,1,2016,19889
44,M,8,2008,15077
46,M,8,2010,16384
50,M,8,2015,18368
48,M,8,2012,18996
45,M,8,2009,14288
50,M,8,2016,19306
47,M,8,2011,15814
50,M,8,2014,20222
45,F,2,2016,19323
45,F,2,2015,18780
50,M,2,2016,13094
51,M,2,2014,15165
50,F,1,2016,16015
45,F,1,2016,15025
40,M,1,2016,17848
30,F,1,2016,23072
40,F,1,2016,17367
35,M,3,2015,19404
34,M,3,2014,20625
35,M,3,2016,20300
40,M,1,2016,15229
40,M,2,2016,15799
33,M,2,2008,13321
25,M,1,2016,14079
40,F,4,2016,15417
37,F,4,2012,20918
39,F,4,2014,15680
36,F,4,2011,17379
40,M,1,2016,12994
35,M,2,2016,14957
35,M,2,2015,15129
30,M,2,2008,20162
50,M,2,2016,16369
65,F,1,2016,24219
50,F,1,2016,16642
60,M,1,2016,17746
50,M,3,2015,13824
50,M,3,2016,15185
46,M,3,2011,14019
30,F,1,2016,12096
45,M,1,2016,13479
45,F,1,2016,17250
30,M,1,2016,13737
30,M,1,2016,18214
40,M,3,2015,15646
42,U,3,2014,15042
40,M,3,2016,20695
35,M,1,2016,16324
40,F,1,2016,14739
25,F,1,2016,14078
20,M,1,2016,16364
46,M,6,2014,16335
45,M,6,2016,14579
41,M,6,2009,16147
43,M,6,2011,16038
45,M,6,2015,14298
44,M,6,2012,15207
45,F,1,2016,19529
45,M,1,2016,17351
30,M,1,2016,17152
30,F,1,2016,18547
40,M,1,2016,21754
40,M,2,2016,15432
39,M,2,2014,12890
15,M,1,2016,16383
40,M,3,2016,12840
35,M,3,2015,12723
55,M,1,2016,22499
38,F,2,2014,16187
40,F,2,2016,15032
40,M,1,2016,13325
37,F,6,2008,17281
45,F,6,2016,17314
32,F,6,2003,18724
38,F,6,2009,17474
41,F,6,2012,16316
39,F,6,2010,17132
40,M,1,2016,13151
45,F,2,2016,20408
41,F,2,2012,19635
25,M,1,2016,16494
50,M,1,2016,18624
45,M,2,2016,16449
35,M,1,2016,13025
25,F,1,2016,19909
45,M,1,2016,16299
60,M,1,2016,11946
32,M,2,2011,16559
35,M,2,2016,15398
30,F,1,2016,18582
40,M,1,2016,18141
45,F,1,2016,17155
35,F,1,2016,15871
25,F,1,2016,14842
40,M,1,2016,17442
49,M,2,2012,15608
50,M,2,2016,15154
35,M,1,2016,16593
30,F,3,2015,15738
31,F,3,2014,16576
30,F,3,2016,15202
35,M,12,2010,14844
35,M,12,2009,17446
40,M,12,2003,12029
45,M,12,2012,16103
35,M,12,2003,15113
44,M,12,2011,16314
46,M,12,2011,13836
38,M,12,2012,20628
35,M,12,2016,16314
46,M,12,2004,16654
34,M,12,2008,19036
25,F,1,2016,16010
25,M,1,2016,18291
20,M,1,2016,12968
30,F,1,2016,16100
35,M,3,2011,14370
34,M,3,2010,16057
40,M,3,2016,18237
30,M,1,2016,20120
45,M,4,2014,13327
43,M,4,2012,12176
38,M,4,2007,11685
45,M,4,2016,12013
35,M,1,2016,12903
35,M,1,2016,15044
50,F,1,2016,23295
40,F,1,2016,22237
45,F,1,2016,17728
50,F,1,2016,19668
40,F,1,2016,10951
40,M,2,2008,13805
30,M,2,2016,10163
65,F,1,2016,17041
50,F,1,2016,19529
64,M,7,2010,14732
58,M,7,2004,15573
66,M,7,2012,16749
60,M,7,2006,15671
68,M,7,2014,16055
65,M,7,2015,17563
70,M,7,2016,17418
44,F,3,2014,13868
45,F,3,2016,13773
45,F,3,2015,13538
35,M,1,2016,14360
50,M,1,2016,12450
43,M,5,2014,14443
40,M,5,2015,14011
45,M,5,2005,20470
45,M,5,2016,13554
40,M,2,2016,11083
34,M,2,2014,17779
30,F,1,2016,23991
50,M,1,2016,16038
55,F,1,2016,14989
70,M,1,2016,22531
49,F,6,2011,17446
50,F,6,2015,17401
48,F,6,2010,16265
50,F,6,2016,19694
50,F,6,2012,20266
52,F,6,2014,17291
35,F,1,2016,15963
40,F,1,2016,20753
55,M,1,2016,20600
40,M,1,2016,13834
40,M,2,2016,13921
38,M,2,2014,15958
50,F,1,2016,16726
52,F,6,2012,21909
55,F,6,2015,22519
50,F,6,2010,21545
57,F,6,2014,17678
54,F,6,2014,23334
55,F,6,2016,23989
30,M,1,2016,18985
30,F,1,2016,12560
35,F,1,2016,17372
47,M,6,2006,15978
52,M,6,2012,19461
47,M,6,2008,13740
45,M,6,2016,21986
50,M,6,2010,17392
50,M,6,2010,14745
55,F,1,2016,18624
40,M,1,2016,13984
35,F,1,2016,16984
40,F,1,2016,19583
25,M,1,2016,16614
35,M,1,2016,16087
35,F,1,2016,13937
45,M,1,2016,17876
40,M,1,2016,25954
50,M,1,2016,11949
40,F,2,2016,13102
45,M,1,2016,14916
40,M,2,2016,11784
41,M,2,2014,15060
35,F,1,2016,17242
55,M,1,2016,16272
30,M,1,2016,14418
38,M,4,2014,16234
36,M,4,2012,16970
35,M,4,2015,16359
40,M,4,2016,16659
35,M,1,2016,11417
35,M,1,2016,16733
50,F,1,2016,22328
20,F,1,2016,18796
48,M,12,2009,22803
47,M,12,2008,20344
53,M,12,2014,21215
46,M,12,2007,19896
51,M,12,2012,23302
0,M,12,2011,20990
50,M,12,2006,21090
50,M,12,2011,22896
49,M,12,2010,23191
44,M,12,2005,19757
55,M,12,2016,20941
50,M,12,2015,25435
20,F,1,2016,12853
30,M,1,2016,15556
35,F,1,2016,15582
35,M,2,2016,14363
35,M,2,2015,14276
40,M,1,2016,16147
45,M,2,2015,11638
45,M,2,2016,11519
35,F,1,2016,13981
30,M,1,2016,11058
30,M,1,2016,15897
45,M,1,2016,15520
35,F,1,2016,13409
30,M,1,2016,12973
35,M,1,2016,14912
55,M,3,2015,15966
58,M,3,2014,19643
60,M,3,2016,17281
45,F,1,2016,19199
40,F,2,2014,20589
40,F,2,2016,19672
35,M,4,2015,14693
40,M,4,2016,14683
38,M,4,2014,13559
36,M,4,2012,14646
25,F,1,2016,19161
50,M,1,2016,12843
35,M,2,2015,14093
40,M,2,2016,14152
37,M,5,2008,15194
45,M,5,2016,15513
38,M,5,2009,14797
43,M,5,2014,16436
25,M,1,2016,15961
55,F,3,2016,17499
54,F,3,2011,17126
48,F,3,2005,18068
20,F,1,2016,17879
25,F,1,2016,17102
30,F,1,2016,16454
55,M,6,2016,25175
55,M,6,2015,19763
49,M,6,2009,15308
48,M,6,2008,17545
52,M,6,2012,17094
47,M,6,2007,12964
40,M,2,2014,19535
40,M,2,2016,17575
40,M,1,2016,19339
45,M,1,2016,14241
45,M,1,2016,16808
50,M,1,2016,13380
25,M,1,2016,15946
50,M,1,2016,14689
30,M,1,2016,18226
35,M,1,2016,13043
35,F,1,2016,12798
40,M,1,2016,12141
45,M,1,2016,13450
25,F,1,2016,15264
40,M,1,2016,19050
40,M,1,2016,21800
51,M,2,2014,15682
50,M,2,2016,14263
35,M,1,2016,16305
45,F,1,2016,16678
30,F,1,2016,24541
50,F,1,2016,20208
45,M,1,2016,19388
40,F,1,2016,21776
30,F,1,2016,14834
25,M,1,2016,13881
45,M,1,2016,12155
35,M,1,2016,16954
40,M,1,2016,17181
25,F,2,2016,18318
25,F,2,2015,14650
45,M,1,2016,18846
27,M,3,2014,14776
25,M,3,2016,14758
25,M,3,2015,15106
55,M,2,2015,17485
55,M,2,2016,16943
40,M,1,2016,20488
46,M,3,2012,14458
45,M,3,2011,14877
50,M,3,2016,13129
45,M,2,2015,16040
45,M,2,2016,15857
25,M,1,2016,19552
17,M,2,2012,20705
30,M,2,2016,14393
45,M,2,2016,16630
40,M,2,2015,15553
50,M,1,2016,16669
25,M,1,2016,16224
45,M,1,2016,14822
65,M,6,2016,21471
66,M,6,2014,22215
65,M,6,2015,25328
63,M,6,2011,21305
62,M,6,2010,21948
61,M,6,2009,22954
45,M,8,2010,12875
49,M,8,2014,12023
47,M,8,2012,12680
50,M,8,2015,11811
50,M,8,2016,12081
46,M,8,2011,12545
43,M,8,2008,12892
42,M,8,2007,13109
40,M,1,2016,15048
35,M,1,2016,17246
30,F,1,2016,19505
30,M,5,2014,12688
40,M,5,2016,18020
35,M,5,2016,19251
40,M,1,2016,14357
35,M,1,2016,14410
40,F,1,2016,19791
30,M,1,2016,13407
40,M,4,2015,14687
40,M,4,2012,17858
40,M,4,2016,15521
42,M,4,2014,15248
25,M,1,2016,13948
25,M,1,2016,14462
25,M,1,2016,19432
25,M,1,2016,16030
65,M,1,2016,18085
30,M,1,2016,12881
35,F,1,2016,21430
46,M,3,2008,16355
20,M,3,2016,12965
47,M,3,2009,20706
30,M,1,2016,19092
30,F,1,2016,13534
45,F,1,2016,20688
50,M,2,2016,13977
50,M,2,2015,14354
39,M,4,2004,12748
40,M,4,2005,11814
44,M,4,2009,14093
50,M,4,2016,14547
45,M,1,2016,13761
30,M,1,2016,15057
35,M,1,2016,17868
20,F,1,2016,12568
40,M,1,2016,12770
35,M,1,2016,16880
30,M,1,2016,13691
45,F,1,2016,19347
25,F,1,2016,15476
40,F,1,2016,15960
40,M,1,2016,18941
40,M,1,2016,12393
50,F,2,2016,16239
48,F,2,2014,16719
25,F,1,2016,15862
25,M,1,2016,12258
25,M,1,2016,12906
45,M,2,2016,19293
40,M,2,2011,17546
30,M,10,2016,14112
47,M,10,2009,17919
49,M,10,2011,19157
45,M,10,2007,19220
46,M,10,2008,17685
52,M,10,2014,19556
50,M,10,2015,16467
44,M,10,2006,18167
50,M,10,2016,17787
50,M,10,2012,17849
45,M,1,2016,15610
40,F,1,2016,15760
35,M,1,2016,19782
35,M,1,2016,14249
45,F,1,2016,17474
35,M,1,2016,13496
35,M,1,2016,10295
50,M,1,2016,14854
45,F,1,2016,15600
40,F,1,2016,15541
45,M,1,2016,13056
40,M,1,2016,14914
35,M,1,2016,16653
35,M,1,2016,17715
50,F,2,2016,15184
45,F,2,2015,13823
55,F,2,2016,16072
48,F,2,2009,15326
35,M,3,2016,12598
30,M,3,2015,13882
45,M,2,2016,13898
44,M,2,2012,13964
35,M,1,2016,13883
30,M,1,2016,12213
45,F,1,2016,17188
40,M,1,2016,25298
30,F,1,2016,21330
40,M,1,2016,14683
45,M,1,2016,18075
60,M,2,2015,19664
60,M,2,2016,19768
40,F,1,2016,13528
35,M,1,2016,13489
60,M,2,2016,19001
55,M,2,2011,17593
30,M,1,2016,14380
40,M,1,2016,19703
35,M,1,2016,13131
35,F,1,2016,13255
50,M,1,2016,17268
35,F,1,2016,17395
40,M,1,2016,14702
40,M,1,2016,15338
50,F,1,2016,24336
45,M,2,2014,16651
40,M,2,2016,13440
40,F,1,2016,16305
50,M,1,2016,14300
25,F,2,2016,16562
25,F,2,2015,16336
30,F,1,2016,21142
30,M,4,2016,14980
30,M,4,2012,16919
28,M,4,2010,19288
29,M,4,2011,15085
55,M,2,2015,18849
55,M,2,2016,20232
30,F,1,2016,20582
41,U,8,2006,14205
50,M,8,2016,15086
42,M,8,2007,14139
50,M,8,2015,15210
40,M,8,2005,13029
47,M,8,2012,16200
39,U,8,2004,13885
43,M,8,2008,14513
30,M,1,2016,13552
25,F,1,2016,14365
40,M,1,2016,17506
35,M,3,2016,16737
35,M,3,2015,16928
35,M,3,2014,18227
30,F,1,2016,17702
55,M,1,2016,18935
35,M,4,2016,14123
31,M,4,2012,18633
29,M,4,2010,12868
28,M,4,2009,14439
30,F,1,2016,18266
43,M,2,2014,12206
45,M,2,2016,11217
25,F,1,2016,13855
35,M,3,2016,10660
30,M,3,2009,15310
33,M,3,2012,10094
25,M,2,2016,14468
25,M,2,2015,20599
25,M,2,2016,17583
35,M,1,2016,14906
35,F,2,2015,14826
40,M,2,2016,14578
30,F,1,2016,16187
35,M,1,2016,13038
35,M,1,2016,15937
35,M,2,2015,18096
35,M,2,2016,18141
20,M,1,2016,11859
30,M,1,2016,13500
40,F,1,2016,15815
55,M,5,2016,21785
52,M,5,2011,21400
55,M,5,2014,20888
51,M,5,2010,23370
55,M,5,2015,20443
35,F,1,2016,16423
35,F,1,2016,17512
40,F,1,2016,15691
35,M,1,2016,13571
35,F,1,2016,14883
25,M,1,2016,17393
35,M,3,2015,17642
38,M,3,2014,17388
40,M,3,2016,17358
40,M,1,2016,16308
40,M,1,2016,9723
40,M,2,2016,13615
30,F,1,2016,18094
35,F,1,2016,20680
45,F,1,2016,16884
40,F,1,2016,19356
40,M,3,2016,13506
40,M,3,2015,13563
42,M,3,2014,14643
30,M,1,2016,13979
30,M,1,2016,15844
45,M,1,2016,11613
40,M,2,2016,12965
30,M,1,2016,12529
44,M,2,2010,14166
35,M,2,2016,13725
45,M,1,2016,16649
40,M,1,2016,15818
35,M,3,2016,15359
48,M,3,2014,14437
40,M,1,2016,16058
20,M,2,2016,16961
49,M,2,2014,15885
40,M,1,2016,19462
25,M,2,2016,20907
30,M,2,2016,18883
40,M,1,2016,18800
35,M,1,2016,15840
25,M,1,2016,13123
20,M,2,2016,15019
22,M,2,2014,15071
55,M,1,2016,12260
35,M,1,2016,14256
40,M,1,2016,11683
40,M,10,2006,15872
