Age Category,Sex,num,Year,Time,ageFactor
38,F,1,2011,14448,"[30,40)"
21,M,1,2011,18736,"[20,30)"
37,F,1,2011,16624,"[30,40)"
22,F,1,2011,20169,"[20,30)"
27,F,1,2011,18133,"[20,30)"
40,M,1,2011,11301,"[40,50)"
32,F,1,2011,15224,"[30,40)"
39,M,1,2011,13952,"[30,40)"
46,M,2,2011,13314,"[40,50)"
47,M,2,2012,14199,"[40,50)"
42,M,2,2011,14733,"[40,50)"
26,M,2,2012,14586,"[20,30)"
27,M,1,2011,14015,"[20,30)"
41,M,1,2011,12791,"[40,50)"
24,M,1,2011,17479,"[20,30)"
28,M,1,2011,14615,"[20,30)"
26,F,1,2011,16324,"[20,30)"
29,M,2,2011,18373,"[20,30)"
39,F,1,2011,20394,"[30,40)"
38,F,1,2011,16525,"[30,40)"
29,F,2,2012,13557,"[20,30)"
28,F,2,2011,14007,"[20,30)"
45,M,2,2012,17489,"[40,50)"
44,M,2,2011,16748,"[40,50)"
39,M,1,2011,16911,"[30,40)"
45,F,1,2011,18254,"[40,50)"
28,M,1,2011,22128,"[20,30)"
42,M,1,2011,18223,"[40,50)"
19,F,1,2011,15088,"[10,20)"
52,F,1,2011,17977,"[50,60)"
24,F,1,2011,22289,"[20,30)"
35,M,2,2011,16549,"[30,40)"
24,M,1,2011,16161,"[20,30)"
53,M,3,2014,15230,"[50,60)"
51,M,3,2012,15101,"[50,60)"
50,M,3,2011,14024,"[50,60)"
56,M,1,2011,11452,"[50,60)"
50,M,1,2011,14606,"[50,60)"
34,M,1,2011,17813,"[30,40)"
31,M,1,2011,12905,"[30,40)"
32,M,1,2011,18267,"[30,40)"
39,F,1,2011,17454,"[30,40)"
16,M,1,2011,18374,"[10,20)"
23,M,1,2011,19015,"[20,30)"
42,M,3,2011,14993,"[40,50)"
43,M,3,2012,15669,"[40,50)"
26,F,1,2011,16144,"[20,30)"
34,F,1,2011,19885,"[30,40)"
32,M,1,2011,11622,"[30,40)"
36,M,1,2011,9757,"[30,40)"
26,F,1,2011,17040,"[20,30)"
28,M,1,2011,12241,"[20,30)"
39,M,1,2011,15062,"[30,40)"
47,M,1,2011,16436,"[40,50)"
31,M,1,2011,15446,"[30,40)"
49,M,2,2012,16596,"[40,50)"
48,M,2,2011,15981,"[40,50)"
36,M,1,2011,19939,"[30,40)"
56,M,1,2011,15169,"[50,60)"
24,M,1,2011,16018,"[20,30)"
46,F,1,2011,11417,"[40,50)"
63,M,1,2011,17533,"[60,70)"
34,M,1,2011,13456,"[30,40)"
32,M,1,2011,12990,"[30,40)"
40,F,1,2011,15369,"[40,50)"
24,M,2,2011,17060,"[20,30)"
32,M,1,2011,14005,"[30,40)"
33,F,1,2011,16001,"[30,40)"
28,F,1,2011,14965,"[20,30)"
35,F,3,2011,15147,"[30,40)"
36,F,3,2012,17243,"[30,40)"
38,F,3,2014,16664,"[30,40)"
29,M,1,2011,22685,"[20,30)"
38,M,1,2011,10666,"[30,40)"
41,F,1,2011,16582,"[40,50)"
44,M,1,2011,14410,"[40,50)"
24,F,1,2011,20046,"[20,30)"
42,M,1,2011,21244,"[40,50)"
27,F,1,2011,14708,"[20,30)"
44,F,1,2011,19838,"[40,50)"
33,M,1,2011,17064,"[30,40)"
24,F,1,2011,17025,"[20,30)"
19,M,1,2011,20375,"[10,20)"
48,M,1,2011,14481,"[40,50)"
40,F,3,2012,12494,"[40,50)"
39,F,3,2011,12541,"[30,40)"
42,F,3,2014,14530,"[40,50)"
53,M,1,2011,19757,"[50,60)"
35,F,1,2011,17240,"[30,40)"
32,F,1,2011,13238,"[30,40)"
30,M,1,2011,18960,"[30,40)"
28,M,1,2011,18817,"[20,30)"
44,M,1,2011,13638,"[40,50)"
32,F,1,2011,14039,"[30,40)"
55,M,1,2011,14439,"[50,60)"
53,M,1,2011,17663,"[50,60)"
40,M,1,2011,12292,"[40,50)"
45,F,1,2011,18486,"[40,50)"
48,M,1,2011,16191,"[40,50)"
44,M,1,2011,18016,"[40,50)"
57,M,1,2011,19127,"[50,60)"
43,F,1,2011,10635,"[40,50)"
42,M,1,2011,12743,"[40,50)"
42,F,1,2011,16438,"[40,50)"
22,M,1,2011,16125,"[20,30)"
33,M,1,2011,17521,"[30,40)"
26,F,1,2011,16518,"[20,30)"
50,F,1,2011,15947,"[50,60)"
40,F,1,2011,15525,"[40,50)"
43,F,1,2011,15409,"[40,50)"
45,M,1,2011,15537,"[40,50)"
48,M,2,2011,15609,"[40,50)"
49,M,2,2012,15550,"[40,50)"
26,M,1,2011,11545,"[20,30)"
64,F,1,2011,23150,"[60,70)"
39,M,1,2011,13598,"[30,40)"
48,M,1,2011,19029,"[40,50)"
42,M,1,2011,18057,"[40,50)"
28,F,1,2011,16377,"[20,30)"
24,M,1,2011,19598,"[20,30)"
42,M,1,2011,15227,"[40,50)"
42,M,2,2011,14612,"[40,50)"
49,F,1,2011,18366,"[40,50)"
55,M,4,2012,19108,"[50,60)"
54,M,4,2011,18812,"[50,60)"
55,M,4,2015,20089,"[50,60)"
57,M,4,2014,20653,"[50,60)"
37,M,1,2011,13580,"[30,40)"
40,M,1,2011,21539,"[40,50)"
40,F,1,2011,19144,"[40,50)"
24,F,1,2011,21445,"[20,30)"
24,M,1,2011,14441,"[20,30)"
32,M,1,2011,21669,"[30,40)"
36,M,1,2011,14169,"[30,40)"
32,F,1,2011,15354,"[30,40)"
25,F,1,2011,16988,"[20,30)"
37,M,1,2011,13562,"[30,40)"
29,F,1,2011,11878,"[20,30)"
72,M,1,2011,20302,"[70,80)"
38,F,1,2011,16314,"[30,40)"
51,M,1,2011,11545,"[50,60)"
34,F,1,2011,17752,"[30,40)"
37,M,1,2011,19742,"[30,40)"
27,F,1,2011,15789,"[20,30)"
61,M,2,2011,16847,"[60,70)"
65,M,2,2015,17663,"[60,70)"
27,F,1,2011,15127,"[20,30)"
47,M,1,2011,20816,"[40,50)"
52,M,1,2011,16098,"[50,60)"
21,M,1,2011,16644,"[20,30)"
33,M,1,2011,20655,"[30,40)"
47,M,2,2011,16697,"[40,50)"
31,M,2,2011,17136,"[30,40)"
39,M,1,2011,16617,"[30,40)"
42,M,1,2011,13917,"[40,50)"
39,M,1,2011,12035,"[30,40)"
62,M,1,2011,16700,"[60,70)"
52,M,1,2011,17388,"[50,60)"
41,M,2,2014,16253,"[40,50)"
38,M,2,2011,16928,"[30,40)"
29,F,1,2011,15135,"[20,30)"
42,F,2,2011,18556,"[40,50)"
43,F,2,2012,22330,"[40,50)"
44,F,1,2011,22414,"[40,50)"
39,M,1,2011,12303,"[30,40)"
38,M,1,2011,17820,"[30,40)"
28,F,1,2011,20985,"[20,30)"
27,M,4,2011,21996,"[20,30)"
30,M,4,2014,19204,"[30,40)"
28,M,4,2012,19278,"[20,30)"
30,M,4,2015,18131,"[30,40)"
32,F,1,2011,11892,"[30,40)"
36,F,1,2011,14204,"[30,40)"
20,F,1,2011,15926,"[20,30)"
42,M,1,2011,18033,"[40,50)"
50,M,1,2011,16114,"[50,60)"
64,M,1,2011,16588,"[60,70)"
35,F,1,2011,15498,"[30,40)"
29,F,1,2011,16201,"[20,30)"
64,M,1,2011,14831,"[60,70)"
42,F,2,2012,17830,"[40,50)"
41,F,2,2011,18509,"[40,50)"
39,M,1,2011,14682,"[30,40)"
36,F,1,2011,20037,"[30,40)"
35,F,1,2011,18311,"[30,40)"
37,M,1,2011,14217,"[30,40)"
56,F,2,2012,19974,"[50,60)"
55,F,2,2011,22156,"[50,60)"
28,F,1,2011,17693,"[20,30)"
37,F,1,2011,14404,"[30,40)"
35,M,1,2011,18600,"[30,40)"
28,F,1,2011,14434,"[20,30)"
31,M,1,2011,16673,"[30,40)"
32,F,1,2011,15839,"[30,40)"
51,M,1,2011,20287,"[50,60)"
33,F,1,2011,12748,"[30,40)"
57,M,2,2011,10186,"[50,60)"
32,M,1,2011,10690,"[30,40)"
34,M,1,2011,16661,"[30,40)"
33,M,1,2011,11579,"[30,40)"
32,F,1,2011,19062,"[30,40)"
33,F,1,2011,20291,"[30,40)"
34,F,1,2011,13352,"[30,40)"
30,F,1,2011,20039,"[30,40)"
39,F,1,2011,17393,"[30,40)"
37,M,1,2011,17418,"[30,40)"
26,F,1,2011,17033,"[20,30)"
26,F,1,2011,14402,"[20,30)"
50,M,1,2011,16191,"[50,60)"
32,M,1,2011,20574,"[30,40)"
73,M,2,2012,21418,"[70,80)"
72,M,2,2011,22301,"[70,80)"
45,M,1,2011,14472,"[40,50)"
36,M,1,2011,19806,"[30,40)"
57,M,1,2011,11219,"[50,60)"
38,F,1,2011,21795,"[30,40)"
40,M,1,2011,12373,"[40,50)"
31,M,1,2011,15804,"[30,40)"
33,M,2,2011,12373,"[30,40)"
30,M,2,2011,15145,"[30,40)"
50,F,1,2011,16427,"[50,60)"
38,M,1,2011,15950,"[30,40)"
22,M,1,2011,14308,"[20,30)"
48,M,1,2011,17894,"[40,50)"
39,M,1,2011,18526,"[30,40)"
25,M,1,2011,18190,"[20,30)"
31,F,1,2011,19444,"[30,40)"
50,M,1,2011,13387,"[50,60)"
56,M,2,2012,16288,"[50,60)"
55,M,2,2011,15478,"[50,60)"
49,M,1,2011,17677,"[40,50)"
27,F,1,2011,15758,"[20,30)"
62,M,2,2011,20709,"[60,70)"
63,M,2,2012,19822,"[60,70)"
26,F,1,2011,18602,"[20,30)"
40,F,1,2011,16972,"[40,50)"
33,F,2,2011,13928,"[30,40)"
34,F,2,2012,13184,"[30,40)"
46,M,1,2011,19057,"[40,50)"
31,F,1,2011,23456,"[30,40)"
26,F,1,2011,15690,"[20,30)"
47,M,1,2011,14429,"[40,50)"
27,F,1,2011,15969,"[20,30)"
32,M,1,2011,15499,"[30,40)"
49,M,1,2011,12296,"[40,50)"
33,M,1,2011,15391,"[30,40)"
32,M,1,2011,19291,"[30,40)"
23,M,1,2011,18646,"[20,30)"
38,F,1,2011,19670,"[30,40)"
43,M,1,2011,18414,"[40,50)"
31,M,1,2011,16717,"[30,40)"
27,F,1,2011,16240,"[20,30)"
40,M,1,2011,21002,"[40,50)"
44,M,1,2011,22247,"[40,50)"
52,M,1,2011,15116,"[50,60)"
32,F,1,2011,19182,"[30,40)"
40,M,3,2012,13731,"[40,50)"
39,M,3,2011,13445,"[30,40)"
26,M,1,2011,13043,"[20,30)"
33,M,1,2011,14555,"[30,40)"
32,F,1,2011,20853,"[30,40)"
43,M,1,2011,13559,"[40,50)"
48,M,2,2012,16347,"[40,50)"
47,M,2,2011,19468,"[40,50)"
34,F,3,2014,18965,"[30,40)"
37,F,3,2014,14750,"[30,40)"
31,F,3,2011,14034,"[30,40)"
45,M,1,2011,15999,"[40,50)"
49,F,1,2011,17370,"[40,50)"
50,M,1,2011,11965,"[50,60)"
45,F,1,2011,20251,"[40,50)"
28,M,2,2011,13446,"[20,30)"
34,M,1,2011,15708,"[30,40)"
56,M,3,2011,11978,"[50,60)"
59,M,3,2014,13413,"[50,60)"
57,M,3,2012,11459,"[50,60)"
49,M,1,2011,12113,"[40,50)"
42,M,1,2011,19100,"[40,50)"
36,M,1,2011,15320,"[30,40)"
38,F,1,2011,15597,"[30,40)"
51,M,2,2011,11675,"[50,60)"
52,M,2,2012,11580,"[50,60)"
26,M,1,2011,20374,"[20,30)"
30,F,1,2011,16510,"[30,40)"
39,M,2,2011,16148,"[30,40)"
44,F,1,2011,15815,"[40,50)"
47,M,1,2011,12881,"[40,50)"
42,M,1,2011,13739,"[40,50)"
50,M,1,2011,14117,"[50,60)"
62,M,1,2011,16231,"[60,70)"
43,M,1,2011,12470,"[40,50)"
39,M,1,2011,14726,"[30,40)"
32,M,1,2011,19028,"[30,40)"
40,F,1,2011,15908,"[40,50)"
45,F,1,2011,16988,"[40,50)"
33,M,1,2011,13658,"[30,40)"
44,M,3,2012,15311,"[40,50)"
43,M,3,2011,15328,"[40,50)"
32,F,1,2011,16371,"[30,40)"
44,M,1,2011,12478,"[40,50)"
33,F,1,2011,16919,"[30,40)"
36,M,1,2011,13779,"[30,40)"
31,M,1,2011,14649,"[30,40)"
35,M,1,2011,17057,"[30,40)"
27,F,1,2011,23214,"[20,30)"
30,F,1,2011,14636,"[30,40)"
26,M,1,2011,17107,"[20,30)"
38,M,1,2011,17847,"[30,40)"
34,F,1,2011,21332,"[30,40)"
35,M,2,2011,16864,"[30,40)"
46,F,1,2011,18813,"[40,50)"
27,F,2,2011,17034,"[20,30)"
33,F,1,2011,17399,"[30,40)"
50,M,1,2011,21044,"[50,60)"
31,M,1,2011,10281,"[30,40)"
0,M,1,2011,21135,NA
27,M,1,2011,13314,"[20,30)"
50,F,1,2011,18807,"[50,60)"
29,F,1,2011,12488,"[20,30)"
36,M,1,2011,19760,"[30,40)"
48,M,1,2011,21490,"[40,50)"
42,F,1,2011,18169,"[40,50)"
23,M,1,2011,13593,"[20,30)"
30,M,1,2011,14946,"[30,40)"
37,M,1,2011,22005,"[30,40)"
51,M,1,2011,16664,"[50,60)"
59,M,1,2011,13137,"[50,60)"
58,M,1,2011,13250,"[50,60)"
48,M,1,2011,13920,"[40,50)"
39,M,1,2011,16108,"[30,40)"
34,M,1,2011,16247,"[30,40)"
47,M,1,2011,15051,"[40,50)"
37,M,1,2011,11459,"[30,40)"
28,M,1,2011,12691,"[20,30)"
58,M,1,2011,24431,"[50,60)"
44,F,1,2011,14055,"[40,50)"
50,M,1,2011,22232,"[50,60)"
38,M,1,2011,14041,"[30,40)"
37,F,1,2011,15306,"[30,40)"
42,M,2,2014,21049,"[40,50)"
39,M,2,2011,18603,"[30,40)"
33,F,1,2011,17311,"[30,40)"
23,F,1,2011,18954,"[20,30)"
38,M,1,2011,15525,"[30,40)"
25,M,1,2011,12023,"[20,30)"
37,M,1,2011,11407,"[30,40)"
49,M,1,2011,12578,"[40,50)"
46,F,1,2011,15042,"[40,50)"
32,M,1,2011,17142,"[30,40)"
36,F,1,2011,18559,"[30,40)"
31,F,1,2011,15688,"[30,40)"
23,F,1,2011,17334,"[20,30)"
58,F,1,2011,18035,"[50,60)"
47,F,1,2011,14658,"[40,50)"
35,F,1,2011,23626,"[30,40)"
32,F,1,2011,14907,"[30,40)"
43,M,1,2011,12500,"[40,50)"
27,F,1,2011,13144,"[20,30)"
44,F,1,2011,15142,"[40,50)"
20,M,1,2011,9915,"[20,30)"
45,M,2,2011,15357,"[40,50)"
46,M,2,2012,15722,"[40,50)"
27,F,1,2011,22468,"[20,30)"
41,F,1,2011,19368,"[40,50)"
41,M,1,2011,18296,"[40,50)"
43,M,2,2011,16984,"[40,50)"
44,M,2,2012,16370,"[40,50)"
34,F,1,2011,16002,"[30,40)"
38,M,2,2011,15244,"[30,40)"
39,M,2,2012,14445,"[30,40)"
51,M,1,2011,14579,"[50,60)"
57,M,1,2011,12321,"[50,60)"
32,M,1,2011,14253,"[30,40)"
23,F,1,2011,18511,"[20,30)"
28,F,1,2011,17421,"[20,30)"
48,M,1,2011,18716,"[40,50)"
44,F,1,2011,17046,"[40,50)"
43,M,1,2011,19379,"[40,50)"
27,M,1,2011,16779,"[20,30)"
37,M,1,2011,16242,"[30,40)"
33,M,1,2011,20346,"[30,40)"
29,M,1,2011,15498,"[20,30)"
46,M,1,2011,21355,"[40,50)"
29,M,2,2012,11850,"[20,30)"
28,M,2,2011,11397,"[20,30)"
49,M,1,2011,15850,"[40,50)"
38,M,1,2011,12937,"[30,40)"
44,F,1,2011,13541,"[40,50)"
32,M,1,2011,19875,"[30,40)"
29,M,1,2011,14071,"[20,30)"
35,M,1,2011,13866,"[30,40)"
36,F,1,2011,14536,"[30,40)"
29,M,2,2011,14641,"[20,30)"
30,M,2,2012,13929,"[30,40)"
47,M,2,2011,20585,"[40,50)"
48,M,2,2012,21524,"[40,50)"
29,F,2,2011,16937,"[20,30)"
39,M,1,2011,15211,"[30,40)"
43,F,1,2011,22381,"[40,50)"
50,M,1,2011,16120,"[50,60)"
20,M,1,2011,16338,"[20,30)"
57,M,1,2011,14487,"[50,60)"
25,M,1,2011,21321,"[20,30)"
32,M,1,2011,11097,"[30,40)"
42,F,3,2014,21333,"[40,50)"
39,F,3,2011,19427,"[30,40)"
40,F,3,2012,22388,"[40,50)"
30,M,1,2011,17414,"[30,40)"
35,F,1,2011,14868,"[30,40)"
30,F,1,2011,17168,"[30,40)"
30,M,1,2011,13846,"[30,40)"
43,F,1,2011,13702,"[40,50)"
29,M,1,2011,12973,"[20,30)"
31,M,1,2011,15782,"[30,40)"
38,M,1,2011,11667,"[30,40)"
38,M,1,2011,16390,"[30,40)"
41,F,1,2011,15634,"[40,50)"
24,M,1,2011,12997,"[20,30)"
34,M,1,2011,16711,"[30,40)"
33,F,1,2011,14288,"[30,40)"
26,M,1,2011,13724,"[20,30)"
36,F,1,2011,16697,"[30,40)"
35,F,1,2011,14207,"[30,40)"
37,M,1,2011,13925,"[30,40)"
35,F,1,2011,17241,"[30,40)"
34,M,1,2011,22119,"[30,40)"
31,F,1,2011,19122,"[30,40)"
51,M,1,2011,17568,"[50,60)"
50,M,1,2011,20310,"[50,60)"
30,F,1,2011,16019,"[30,40)"
39,M,2,2011,17886,"[30,40)"
40,M,2,2012,19506,"[40,50)"
27,F,1,2011,17487,"[20,30)"
39,M,1,2011,14061,"[30,40)"
44,M,1,2011,15084,"[40,50)"
73,M,2,2012,17362,"[70,80)"
72,M,2,2011,15964,"[70,80)"
45,M,1,2011,12840,"[40,50)"
62,M,1,2011,16949,"[60,70)"
41,F,1,2011,19805,"[40,50)"
41,F,1,2011,17466,"[40,50)"
40,F,1,2011,18008,"[40,50)"
31,F,1,2011,17721,"[30,40)"
34,F,1,2011,20100,"[30,40)"
38,F,1,2011,16666,"[30,40)"
39,M,1,2011,19043,"[30,40)"
42,F,1,2011,18668,"[40,50)"
53,M,2,2012,18465,"[50,60)"
52,M,2,2011,17435,"[50,60)"
34,M,1,2011,13243,"[30,40)"
36,M,1,2011,18307,"[30,40)"
40,F,1,2011,18454,"[40,50)"
36,M,2,2011,12050,"[30,40)"
37,M,2,2012,11017,"[30,40)"
34,F,1,2011,15111,"[30,40)"
27,M,1,2011,13880,"[20,30)"
44,M,1,2011,13520,"[40,50)"
41,M,1,2011,14210,"[40,50)"
43,M,1,2011,15644,"[40,50)"
37,M,1,2011,15012,"[30,40)"
48,F,1,2011,16194,"[40,50)"
49,M,1,2011,15531,"[40,50)"
34,M,1,2011,15781,"[30,40)"
25,M,2,2012,14394,"[20,30)"
24,M,2,2011,13682,"[20,30)"
31,F,1,2011,14994,"[30,40)"
38,F,1,2011,15125,"[30,40)"
43,M,1,2011,17296,"[40,50)"
41,M,1,2011,13922,"[40,50)"
41,M,1,2011,17062,"[40,50)"
46,M,1,2011,17026,"[40,50)"
40,M,1,2011,12543,"[40,50)"
36,M,1,2011,14564,"[30,40)"
38,M,1,2011,13951,"[30,40)"
25,M,1,2011,13191,"[20,30)"
30,M,1,2011,11917,"[30,40)"
32,F,1,2011,16845,"[30,40)"
43,M,1,2011,18212,"[40,50)"
54,M,2,2011,19004,"[50,60)"
61,M,1,2011,15993,"[60,70)"
48,M,1,2011,16333,"[40,50)"
37,F,1,2011,18221,"[30,40)"
29,M,1,2011,14577,"[20,30)"
53,M,1,2011,22001,"[50,60)"
34,M,1,2011,19466,"[30,40)"
53,M,1,2011,13844,"[50,60)"
45,F,1,2011,12108,"[40,50)"
37,F,1,2011,12343,"[30,40)"
17,F,1,2011,18655,"[10,20)"
42,M,1,2011,12544,"[40,50)"
33,M,1,2011,19491,"[30,40)"
32,F,1,2011,17646,"[30,40)"
38,M,1,2011,16333,"[30,40)"
37,M,1,2011,16928,"[30,40)"
33,M,1,2011,14343,"[30,40)"
45,M,1,2011,15251,"[40,50)"
31,F,1,2011,14055,"[30,40)"
29,F,2,2011,13316,"[20,30)"
30,F,2,2012,14304,"[30,40)"
29,F,1,2011,10182,"[20,30)"
34,M,1,2011,16853,"[30,40)"
46,M,2,2014,12331,"[40,50)"
43,M,2,2011,12410,"[40,50)"
42,F,1,2011,19937,"[40,50)"
28,M,1,2011,17616,"[20,30)"
44,F,1,2011,17989,"[40,50)"
28,F,1,2011,18801,"[20,30)"
27,F,1,2011,17104,"[20,30)"
21,M,1,2011,10525,"[20,30)"
22,M,1,2011,14821,"[20,30)"
49,F,1,2011,15742,"[40,50)"
37,M,1,2011,16683,"[30,40)"
42,M,2,2012,19935,"[40,50)"
41,M,2,2011,20969,"[40,50)"
42,M,1,2011,12983,"[40,50)"
34,F,1,2011,14183,"[30,40)"
31,M,1,2011,15259,"[30,40)"
38,M,1,2011,15226,"[30,40)"
25,F,1,2011,18284,"[20,30)"
44,F,1,2011,17580,"[40,50)"
43,F,1,2011,17788,"[40,50)"
55,M,4,2015,15229,"[50,60)"
58,M,4,2014,14803,"[50,60)"
55,M,4,2011,14778,"[50,60)"
56,M,4,2012,15136,"[50,60)"
48,M,3,2011,19314,"[40,50)"
50,M,3,2015,17339,"[50,60)"
39,M,1,2011,12293,"[30,40)"
55,M,2,2012,17364,"[50,60)"
54,M,2,2011,16043,"[50,60)"
19,F,1,2011,16389,"[10,20)"
51,M,1,2011,12414,"[50,60)"
34,M,1,2011,11660,"[30,40)"
49,M,1,2011,17906,"[40,50)"
48,M,1,2011,17914,"[40,50)"
46,M,1,2011,23208,"[40,50)"
40,F,1,2011,12495,"[40,50)"
25,F,2,2011,13889,"[20,30)"
25,F,2,2015,13824,"[20,30)"
38,M,1,2011,11263,"[30,40)"
25,M,1,2011,8797,"[20,30)"
32,F,1,2011,18412,"[30,40)"
38,M,1,2011,17535,"[30,40)"
39,F,1,2011,11604,"[30,40)"
52,F,1,2011,15757,"[50,60)"
30,M,1,2011,11936,"[30,40)"
41,M,1,2011,13205,"[40,50)"
29,F,1,2011,16750,"[20,30)"
40,M,1,2011,13403,"[40,50)"
35,M,1,2011,15850,"[30,40)"
47,F,1,2011,20405,"[40,50)"
46,M,1,2011,14961,"[40,50)"
53,M,2,2011,23366,"[50,60)"
54,M,2,2012,22193,"[50,60)"
25,M,1,2011,11253,"[20,30)"
54,M,1,2011,15337,"[50,60)"
25,M,1,2011,18381,"[20,30)"
33,F,1,2011,17343,"[30,40)"
23,F,1,2011,18657,"[20,30)"
27,M,1,2011,14066,"[20,30)"
43,M,1,2011,11702,"[40,50)"
31,M,1,2011,20523,"[30,40)"
30,M,1,2011,18752,"[30,40)"
31,M,1,2011,14755,"[30,40)"
58,F,1,2011,16633,"[50,60)"
32,M,1,2011,16316,"[30,40)"
27,M,1,2011,19712,"[20,30)"
50,M,1,2011,16091,"[50,60)"
26,F,1,2011,16938,"[20,30)"
44,M,2,2011,17634,"[40,50)"
45,M,2,2012,16264,"[40,50)"
53,M,1,2011,12787,"[50,60)"
25,M,1,2011,14729,"[20,30)"
27,F,1,2011,19937,"[20,30)"
41,F,1,2011,14015,"[40,50)"
26,F,1,2011,12654,"[20,30)"
50,F,3,2011,14676,"[50,60)"
51,F,3,2012,13985,"[50,60)"
31,M,2,2011,15747,"[30,40)"
32,M,2,2012,13192,"[30,40)"
37,F,2,2011,14911,"[30,40)"
38,F,2,2012,14532,"[30,40)"
34,F,2,2014,13314,"[30,40)"
30,F,2,2011,14881,"[30,40)"
41,M,2,2012,11769,"[40,50)"
40,M,2,2011,11692,"[40,50)"
29,F,1,2011,18903,"[20,30)"
49,M,2,2011,13389,"[40,50)"
31,M,1,2011,12582,"[30,40)"
32,M,1,2011,13062,"[30,40)"
27,M,1,2011,13147,"[20,30)"
44,M,1,2011,18010,"[40,50)"
36,M,1,2011,16391,"[30,40)"
22,F,1,2011,16004,"[20,30)"
39,M,2,2011,12718,"[30,40)"
28,M,1,2011,16734,"[20,30)"
41,M,1,2011,13895,"[40,50)"
31,F,1,2011,16339,"[30,40)"
43,M,3,2011,17708,"[40,50)"
45,M,3,2015,12593,"[40,50)"
44,M,3,2012,20647,"[40,50)"
49,M,2,2011,18435,"[40,50)"
50,M,2,2012,17410,"[50,60)"
45,F,1,2011,22514,"[40,50)"
50,M,1,2011,20219,"[50,60)"
21,F,1,2011,19854,"[20,30)"
29,M,2,2012,18747,"[20,30)"
28,M,2,2011,17660,"[20,30)"
40,M,1,2011,12929,"[40,50)"
21,F,1,2011,22391,"[20,30)"
31,M,1,2011,20773,"[30,40)"
54,M,1,2011,16281,"[50,60)"
42,M,1,2011,12342,"[40,50)"
30,F,1,2011,20936,"[30,40)"
28,F,1,2011,17071,"[20,30)"
21,M,1,2011,14309,"[20,30)"
43,F,2,2012,16906,"[40,50)"
42,F,2,2011,19024,"[40,50)"
27,F,1,2011,15275,"[20,30)"
41,F,1,2011,11940,"[40,50)"
45,M,2,2011,19755,"[40,50)"
34,M,2,2014,12763,"[30,40)"
40,M,4,2015,15528,"[40,50)"
39,M,4,2014,16791,"[30,40)"
36,M,4,2011,15694,"[30,40)"
37,M,4,2012,15696,"[30,40)"
29,M,1,2011,10840,"[20,30)"
45,F,1,2011,13982,"[40,50)"
29,F,2,2011,14450,"[20,30)"
30,F,2,2012,15722,"[30,40)"
46,M,1,2011,17002,"[40,50)"
41,M,1,2011,14357,"[40,50)"
24,F,1,2011,13595,"[20,30)"
48,M,1,2011,11776,"[40,50)"
46,M,1,2011,18557,"[40,50)"
56,M,1,2011,20959,"[50,60)"
46,F,2,2012,20896,"[40,50)"
45,F,2,2011,19177,"[40,50)"
29,M,1,2011,13588,"[20,30)"
27,F,1,2011,14053,"[20,30)"
41,F,1,2011,13928,"[40,50)"
44,M,1,2011,15228,"[40,50)"
27,M,1,2011,18971,"[20,30)"
42,M,1,2011,13979,"[40,50)"
46,M,1,2011,12934,"[40,50)"
24,M,1,2011,14211,"[20,30)"
40,F,1,2011,14995,"[40,50)"
31,M,1,2011,12004,"[30,40)"
35,M,3,2012,17818,"[30,40)"
37,M,3,2014,16678,"[30,40)"
34,M,3,2011,16866,"[30,40)"
49,M,1,2011,17584,"[40,50)"
43,M,1,2011,15335,"[40,50)"
18,M,1,2011,16490,"[10,20)"
47,M,1,2011,16339,"[40,50)"
46,M,1,2011,15680,"[40,50)"
23,M,1,2011,18115,"[20,30)"
51,M,1,2011,14742,"[50,60)"
0,F,1,2011,15040,NA
28,M,1,2011,13725,"[20,30)"
45,M,1,2011,15851,"[40,50)"
51,M,1,2011,19838,"[50,60)"
29,F,1,2011,24273,"[20,30)"
47,F,1,2011,17572,"[40,50)"
47,M,1,2011,12507,"[40,50)"
40,M,1,2011,15093,"[40,50)"
33,F,1,2011,14931,"[30,40)"
50,F,2,2011,18374,"[50,60)"
52,F,2,2012,19001,"[50,60)"
24,F,2,2011,18133,"[20,30)"
25,F,2,2012,17797,"[20,30)"
40,M,1,2011,20006,"[40,50)"
28,M,1,2011,12520,"[20,30)"
31,M,1,2011,14713,"[30,40)"
35,M,1,2011,17165,"[30,40)"
29,M,1,2011,14465,"[20,30)"
31,M,1,2011,12118,"[30,40)"
24,M,1,2011,14815,"[20,30)"
44,M,2,2011,21685,"[40,50)"
45,M,2,2012,22315,"[40,50)"
50,M,1,2011,19281,"[50,60)"
29,F,1,2011,15564,"[20,30)"
39,M,1,2011,17100,"[30,40)"
51,F,1,2011,19374,"[50,60)"
29,F,1,2011,17580,"[20,30)"
54,M,3,2014,20889,"[50,60)"
51,M,3,2011,19402,"[50,60)"
52,M,3,2012,19155,"[50,60)"
43,F,1,2011,13131,"[40,50)"
53,M,2,2011,15194,"[50,60)"
54,M,2,2012,16451,"[50,60)"
31,M,1,2011,18599,"[30,40)"
36,M,2,2011,14503,"[30,40)"
35,M,2,2011,17115,"[30,40)"
38,M,1,2011,13652,"[30,40)"
57,F,1,2011,17265,"[50,60)"
28,M,1,2011,9374,"[20,30)"
27,M,1,2011,14942,"[20,30)"
41,F,1,2011,17288,"[40,50)"
